0	1.25	91695.14377	6679.591342
2.5	1.25	105151.8721	7659.83724
5	1.25	127247.4878	9269.376803
7.5	1.25	144359.13	10515.86233
10	1.25	154493.2094	11254.0722
12.5	1.25	171106.4543	12464.25233
15	1.25	181074.4012	13190.3604
17.5	1.25	191042.3481	13916.46847
20	1.25	199348.9706	14521.55854
22.5	1.25	202671.6196	14763.59456
25	1.25	202671.6196	14763.59456
27.5	1.25	201010.2951	14642.57655
30	1.25	194364.9971	14158.5045
32.5	1.25	184397.0502	13432.39643
35	1.25	174429.1033	12706.28835
37.5	1.25	167783.8053	12222.2163
40	1.25	151170.5604	11012.03618
42.5	1.25	134557.3156	9801.856057
45	1.25	114621.4217	8349.63991
47.5	1.25	99669.50132	7260.4778
50	1.25	83056.25644	6050.297679
52.5	1.25	64781.68707	4719.099546
55	1.25	48168.4422	3508.919429
57.5	1.25	35043.97874	2552.87714
60	1.25	23248.57488	1693.649268
62.5	1.25	13114.49551	955.4394304
65	1.25	7465.992248	543.9782532
67.5	1.25	2332.499581	170.0329259
70	1.25	1684.583031	122.836086
72.5	1.25	3096.708845	225.7010928
75	1.25	8562.46641	623.8501221
77.5	1.25	15772.61469	1149.068236
80	1.25	26903.48875	1959.888889
82.5	1.25	38200.49527	2782.811361
85	1.25	53484.68056	3896.177066
87.5	1.25	68602.7334	4997.440974
90	1.25	82391.72664	6001.890474
92.5	1.25	100334.0311	7308.885005
95	1.25	120436.0574	8773.202952
97.5	1.25	138212.2294	10068.09568
100	1.25	160307.8451	11677.63525
102.5	1.25	167783.8053	12222.2163
105	1.25	181074.4012	13190.3604
107.5	1.25	191042.3481	13916.46847
110	1.25	197687.6461	14400.54052
112.5	1.25	202671.6196	14763.59456
115	1.25	204332.944	14884.61257
117.5	1.25	201010.2951	14642.57655
120	1.25	197687.6461	14400.54052
122.5	1.25	191042.3481	13916.46847
125	1.25	177751.7522	12948.32438
127.5	1.25	166122.4808	12101.19829
130	1.25	149509.2359	10891.01817
132.5	1.25	136218.64	9922.874069
135	1.25	117944.0707	8591.675934
137.5	1.25	99669.50132	7260.4778
140	1.25	81394.93195	5929.279667
142.5	1.25	63120.36259	4598.081535
145	1.25	46174.85281	3363.697815
147.5	1.25	35210.11119	2564.978941
150	1.25	23580.83978	1717.85287
152.5	1.25	13147.722	957.8597904
155	1.25	4874.326047	355.1902339
157.5	1.25	2249.433356	163.982043
160	1.25	588.1088686	42.96543639
162.5	1.25	2382.339315	173.6634562
165	1.25	8113.908798	591.175266
167.5	1.25	14094.67695	1026.840052
170	1.25	26072.82651	1899.379884
172.5	1.25	37702.09792	2746.505957
175	1.25	55644.40239	4053.500481
177.5	1.25	69765.66054	5082.153582
180	1.25	89037.02459	6485.962522
182.5	1.25	106480.9317	7756.65165
185	1.25	125918.4282	9172.562393
187.5	1.25	140371.9513	10225.4191
190	1.25	157317.461	11459.80282
192.5	1.25	169445.1298	12343.23431
195	1.25	184397.0502	13432.39643
197.5	1.25	196026.3216	14279.52251
