27	0.05	0.185	0.00555
27.2	0.05	0.189	0.00567
27.4	0.05	0.192	0.00576
27.6	0.05	0.19	0.0057
27.8	0.05	0.186	0.00558
28	0.05	0.183	0.00549
28.2	0.05	0.186	0.00558
28.4	0.05	0.192	0.00576
28.6	0.05	0.198	0.00594
28.8	0.05	0.2	0.006
29	0.05	0.192	0.00576
29.2	0.05	0.188	0.00564
29.4	0.05	0.185	0.00555
29.6	0.05	0.195	0.00585
29.8	0.05	0.204	0.00612
30	0.05	0.215	0.00645
30.2	0.05	0.213	0.00639
30.4	0.05	0.202	0.00606
30.6	0.05	0.195	0.00585
30.8	0.05	0.203	0.00609
31	0.05	0.223	0.00669
31.2	0.05	0.245	0.00735
31.4	0.05	0.256	0.00768
31.6	0.05	0.253	0.00759
31.8	0.05	0.24	0.0072
32	0.05	0.233	0.00699
32.2	0.05	0.247	0.00741
32.4	0.05	0.276	0.00828
32.6	0.05	0.294	0.00882
32.8	0.05	0.308	0.00924
33	0.05	0.316	0.00948
33.2	0.05	0.35	0.0105
33.4	0.05	0.438	0.01314
33.6	0.05	0.536	0.01608
33.8	0.05	0.677	0.02031
34	0.05	0.88	0.0264
34.2	0.05	1.46	0.0438
34.4	0.05	2.37	0.0711
34.6	0.05	4.3	0.129
34.8	0.05	8.56	0.2568
35	0.05	15.3	0.459
35.2	0.05	19.1	0.573
35.4	0.05	26	0.78
35.6	0.05	31.5	0.945
35.8	0.05	33.6	1.008
36	0.05	32.4	0.972
36.2	0.05	28.6	0.858
36.4	0.05	21.4	0.642
36.6	0.05	14.2	0.426
36.8	0.05	8.3	0.249
37	0.05	3.96	0.1188
37.2	0.05	1.34	0.0402
37.4	0.05	0.849	0.02547
37.6	0.05	0.907	0.02721
37.8	0.05	1	0.03
38	0.05	0.94	0.0282
38.2	0.05	0.768	0.02304
38.4	0.05	0.44	0.0132
38.6	0.05	0.37	0.0111
38.8	0.05	0.328	0.00984
39	0.05	0.383	0.01149
39.2	0.05	0.413	0.01239
39.4	0.05	0.386	0.01158
39.6	0.05	0.302	0.00906
39.8	0.05	0.48	0.0144
40	0.05	0.235	0.00705
