10	0.5	0.006645298	0.000729661
20	0.5	0.011629271	0.00105125
30	0.5	0.01495192	0.001278043
40	0.5	0.021597218	0.001743966
50	0.5	0.03322649	0.002575491
60	0.5	2.232820111	0.162771867
70	0.5	7.416152513	0.540347714
80	0.5	14.16112993	1.031680772
90	0.5	19.59366101	1.42740965
100	0.5	25.57442916	1.863074481
110	0.5	30.72453508	2.238230312
120	0.5	36.20690588	2.637589748
130	0.5	42.51993894	3.09745819
140	0.5	49.49750179	3.605733838
150	0.5	54.6476077	3.980889674
160	0.5	59.96384606	4.368147312
170	0.5	65.44621687	4.767506751
180	0.5	70.43019033	5.130560787
190	0.5	76.41095849	5.56622563
200	0.5	80.56426971	5.86877066
210	0.5	88.20636235	6.425453516
220	0.5	93.68873316	6.824812956
230	0.5	100.0017662	7.284681402
240	0.5	103.8228125	7.56302283
250	0.5	111.1326403	8.095502084
260	0.5	114.2891568	8.325436307
270	0.5	123.5925739	9.003137176
280	0.5	126.4168256	9.208867797
